customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,complaints_last_3m,outages_last_3m,avg_download_mbps,late_payments_last_6m,promo_active,discount_pct,churn
C0005024,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),92.04,539.96,0,0,118.6,0,Yes,11.0,0
C0005025,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,972.09,0,0,0.0,1,No,0.0,0
C0005026,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),102.25,3502.3,0,0,131.9,1,No,0.0,1
C0005027,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.38,7.21,0,0,30.1,0,No,0.0,0
C0005028,Female,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.41,3143.47,1,0,130.7,0,No,0.0,1
C0005029,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.92,152.7,0,0,30.9,1,No,0.0,0
C0005030,Female,1,Yes,No,50,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),46.9,2402.43,0,1,21.3,1,No,0.0,0
C0005031,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),108.78,542.1,2,0,87.7,0,No,0.0,0
C0005032,Male,0,No,Yes,22,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),63.44,1406.93,0,0,38.0,0,No,0.0,0
C0005033,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,148.36,1,0,0.0,0,No,0.0,0
C0005034,Male,0,No,No,39,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.43,2513.1,0,0,17.4,0,Yes,12.7,0
C0005035,Male,1,No,No,39,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,72.97,2873.53,0,0,35.6,1,No,0.0,0
C0005036,Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),63.27,4490.75,0,1,205.0,0,No,0.0,0
C0005037,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.57,669.68,1,0,48.5,1,No,0.0,0
C0005038,Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,79.86,748.95,1,1,108.3,0,No,0.0,0
C0005039,Male,0,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.85,2012.39,0,0,54.4,3,Yes,1.0,1
C0005040,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.03,2667.12,1,1,213.1,2,No,0.0,1
C0005041,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.09,2319.44,1,0,260.5,0,No,0.0,1
C0005042,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.72,57.61,0,0,60.2,0,No,0.0,0
C0005043,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,57.36,1264.55,1,1,41.7,0,Yes,17.3,0
C0005044,Female,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.35,153.67,0,0,0.0,0,Yes,24.4,0
C0005045,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.56,4473.6,1,1,187.9,1,Yes,15.3,1
C0005046,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),127.53,5314.09,0,1,161.9,0,Yes,2.8,0
C0005047,Female,1,No,No,29,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,57.75,1685.6,0,0,,0,No,0.0,0
C0005048,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),79.64,1793.6,0,2,20.8,0,No,0.0,0
C0005049,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,81.75,186.05,2,0,39.6,1,No,0.0,0
C0005050,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.49,144.03,0,0,46.8,0,No,0.0,0
C0005051,Female,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.23,5863.91,0,1,206.2,0,No,0.0,0
C0005052,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.24,1384.72,0,2,169.7,0,No,0.0,0
C0005053,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),92.6,803.53,1,0,21.3,0,Yes,17.6,0
C0005054,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,67.5,2644.42,0,0,45.7,0,No,0.0,0
C0005055,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,82.46,611.51,0,0,39.2,0,No,0.0,0
C0005056,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.84,202.99,1,1,159.1,1,No,0.0,0
C0005057,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,77.34,2959.97,0,0,41.7,1,No,0.0,1
C0005058,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,74.25,645.43,1,0,40.9,0,No,0.0,0
C0005059,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.6,181.59,0,0,107.3,0,No,0.0,0
C0005060,Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,104.7,2507.41,0,0,135.4,0,No,0.0,1
C0005061,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.31,687.19,0,0,26.7,1,No,0.0,0
C0005062,Female,0,No,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,110.36,952.16,1,1,150.8,0,Yes,15.6,0
C0005063,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,6951.14,1,2,278.3,4,Yes,1.0,0
C0005064,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,54.37,1065.85,0,0,199.8,0,No,0.0,0
C0005065,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.07,1266.31,0,1,41.0,1,No,0.0,0
C0005066,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),67.76,4456.54,2,1,131.0,0,No,0.0,0
C0005067,Male,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.81,256.3,0,0,0.0,0,No,0.0,0
C0005068,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.66,939.37,2,0,168.5,0,No,0.0,0
C0005069,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.89,182.24,1,0,39.4,0,No,0.0,1
C0005070,Male,0,No,No,9,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,73.92,665.07,1,1,211.9,1,No,0.0,0
C0005071,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.83,2427.1,1,0,175.8,1,Yes,12.6,0
C0005072,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.03,1011.85,0,0,0.0,1,Yes,19.2,0
C0005073,Female,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.07,1065.37,0,0,175.1,0,No,0.0,0
C0005074,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,104.11,732.05,0,0,215.5,0,Yes,15.2,0
C0005075,Male,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.65,741.11,2,0,61.4,0,No,0.0,0
C0005076,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,101.84,2239.43,0,1,131.1,0,Yes,9.7,0
C0005077,Female,0,No,Yes,25,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.58,2263.68,0,1,31.4,0,Yes,4.9,0
C0005078,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.54,967.06,1,1,0.0,0,Yes,8.9,0
C0005079,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,76.93,1562.64,1,0,157.1,0,No,0.0,0
C0005080,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.59,425.63,0,1,220.9,1,No,0.0,0
C0005081,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.77,6145.09,0,1,146.7,1,No,0.0,0
C0005082,Male,0,No,No,53,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),61.66,3299.45,0,0,31.3,0,No,0.0,0
C0005083,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.29,174.12,0,0,25.6,0,Yes,20.0,0
C0005084,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,5230.76,0,0,143.1,0,No,0.0,0
C0005085,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.06,5930.76,1,0,131.0,0,No,0.0,0
C0005086,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,515.19,0,0,0.0,0,No,0.0,1
C0005087,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.89,6955.19,0,1,187.1,1,Yes,14.6,0
C0005088,Female,0,No,Yes,7,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),56.76,474.56,0,0,43.7,0,No,0.0,0
C0005089,Male,1,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,83.12,4963.07,0,0,221.7,0,Yes,8.5,0
C0005090,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.48,1033.22,0,2,97.4,0,No,0.0,0
C0005091,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),92.78,516.57,1,0,119.1,0,No,0.0,1
C0005092,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,124.6,3580.8,0,0,134.0,0,No,0.0,0
C0005093,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.24,0.0,0,0,119.5,0,Yes,6.4,0
C0005094,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.39,822.29,3,1,0.0,2,No,0.0,1
C0005095,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,96.18,6425.45,0,0,56.8,0,No,0.0,0
C0005096,Male,0,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.85,1723.61,0,0,0.0,1,No,0.0,1
C0005097,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.53,1175.46,1,1,47.0,1,Yes,15.1,1
C0005098,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.21,2437.55,0,0,0.0,0,No,0.0,0
C0005099,Male,0,Yes,No,49,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),75.6,3662.44,1,0,34.3,0,No,0.0,0
C0005100,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,118.53,388.83,0,0,219.6,0,No,0.0,0
C0005101,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.19,3855.49,0,3,133.4,0,Yes,11.8,1
C0005102,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,76.51,5227.09,0,2,68.0,0,No,0.0,1
C0005103,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),43.32,1259.82,0,0,9.8,1,No,0.0,0
C0005104,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,86.53,68.83,0,1,87.8,0,Yes,16.7,0
C0005105,Male,1,No,No,19,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.78,1492.57,0,0,32.6,0,No,0.0,0
C0005106,Female,0,No,No,42,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.46,3238.39,0,0,31.2,0,Yes,6.9,0
C0005107,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.97,503.35,1,0,117.0,0,Yes,13.9,0
C0005108,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),119.91,4317.71,0,2,219.7,0,Yes,27.0,0
C0005109,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.65,351.78,0,0,35.2,0,No,0.0,0
C0005110,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.46,4779.02,0,0,297.6,1,No,0.0,0
C0005111,Female,0,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.37,1649.21,0,0,0.0,0,Yes,16.8,0
C0005112,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,119.96,1683.27,1,0,260.1,1,No,0.0,0
C0005113,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,3585.13,0,0,189.7,1,No,0.0,0
C0005114,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.85,1604.26,0,0,148.8,2,No,0.0,0
C0005115,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.41,2582.71,0,1,17.8,0,No,0.0,0
C0005116,Male,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.74,202.29,2,2,0.0,0,Yes,12.8,0
C0005117,Male,0,No,Yes,4,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.31,233.04,0,0,35.2,0,Yes,23.6,0
C0005118,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,115.31,0.0,1,2,148.0,0,No,0.0,0
C0005119,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.59,5166.69,0,0,187.6,0,No,0.0,0
C0005120,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,114.08,,0,1,145.8,1,Yes,2.5,0
C0005121,Male,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.96,1618.55,0,1,0.0,0,No,0.0,0
C0005122,Female,0,No,No,11,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.03,896.21,0,1,199.2,0,No,0.0,0
C0005123,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.92,772.56,1,0,0.0,3,No,0.0,0
C0005124,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),114.18,7597.15,1,0,140.7,0,Yes,1.7,0
C0005125,Male,1,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.71,1154.13,1,0,0.0,0,Yes,11.6,0
C0005126,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.55,331.64,0,0,46.8,0,Yes,1.1,0
C0005127,Female,0,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,897.05,0,0,0.0,0,Yes,6.6,0
C0005128,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.19,4624.8,0,2,177.4,1,No,0.0,0
C0005129,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.5,152.26,1,1,0.0,1,No,0.0,0
C0005130,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),100.79,202.18,1,0,191.3,0,No,0.0,0
C0005131,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.87,5252.9,0,3,171.5,0,No,0.0,1
C0005132,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.94,455.42,0,1,167.9,0,No,0.0,0
C0005133,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.01,890.2,1,0,146.3,0,Yes,7.1,1
C0005134,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),113.7,1113.71,0,0,139.7,0,No,0.0,1
C0005135,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.73,442.49,0,0,0.0,0,Yes,8.6,0
C0005136,Male,1,Yes,No,38,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.9,2542.3,0,0,156.7,0,No,0.0,0
C0005137,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,76.59,3263.27,0,0,99.8,0,No,0.0,0
C0005138,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.12,1303.62,0,0,0.0,1,Yes,23.4,0
C0005139,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,77.71,811.72,1,1,140.8,0,No,0.0,0
C0005140,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),97.45,5510.28,1,0,149.3,0,No,0.0,1
C0005141,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,107.66,4224.18,0,0,145.4,0,Yes,3.1,0
C0005142,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.02,3894.6,0,1,170.3,1,No,0.0,0
C0005143,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.82,43.58,1,0,0.0,0,No,0.0,0
C0005144,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.88,1552.73,0,1,37.6,0,Yes,1.0,1
C0005145,Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.68,1396.48,1,2,26.6,0,No,0.0,0
C0005146,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,60.06,2367.48,1,0,23.3,1,No,0.0,0
C0005147,Male,0,Yes,No,65,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),54.29,3524.0,0,0,28.9,0,No,0.0,0
C0005148,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.43,2999.04,3,1,14.0,0,No,0.0,0
C0005149,Male,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,77.66,4976.92,0,0,213.6,2,Yes,3.4,0
C0005150,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.18,664.05,0,0,48.8,0,No,0.0,0
C0005151,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.98,4525.45,1,2,171.7,0,No,0.0,0
C0005152,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1048.37,0,0,0.0,0,No,0.0,0
C0005153,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.89,239.01,1,1,0.0,0,No,0.0,0
C0005154,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.65,6845.63,0,0,160.6,1,Yes,14.9,0
C0005155,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,87.82,436.58,1,0,27.9,0,No,0.0,1
C0005156,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),79.14,1401.62,0,0,200.8,0,No,0.0,0
C0005157,Female,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.47,738.65,0,0,0.0,0,Yes,10.5,0
C0005158,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.05,440.04,0,0,0.0,1,No,0.0,0
C0005159,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,66.91,577.48,1,0,18.0,0,No,0.0,0
C0005160,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,184.91,0,0,0.0,0,No,0.0,0
C0005161,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.34,1192.08,0,0,45.3,1,No,0.0,0
C0005162,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.34,487.2,0,0,0.0,0,Yes,16.2,0
C0005163,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.47,1092.08,0,0,0.0,0,No,0.0,0
C0005164,Female,1,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),58.24,141.78,0,0,36.0,0,Yes,9.6,0
C0005165,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.77,3568.04,0,0,52.9,0,No,0.0,0
C0005166,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,111.21,2576.42,0,0,188.7,0,Yes,9.7,0
C0005167,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.84,1054.72,0,1,141.4,1,No,0.0,0
C0005168,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.96,193.75,0,0,0.0,0,No,0.0,0
C0005169,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.52,2439.66,2,0,135.6,3,No,0.0,0
C0005170,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.44,122.36,0,1,0.0,0,No,0.0,0
C0005171,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.62,4327.58,1,1,28.5,0,Yes,19.4,0
C0005172,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.46,70.7,0,1,0.0,0,Yes,14.0,0
